O  8      6.12065m   -1.432    0.0002
Ca B      6.12065m   -1.432    0.0002
#
O  8      7.06153m   -1.556    0.0002
Ca B      7.06153m   -1.556    0.0002
#
O  8      8.09416m   -1.675    0.0001
Ca B      8.09416m   -1.675    0.0001
#
O  8      9.22281m   -1.788    0.0001
Ca B      9.22281m   -1.788    0.0001
#
